ApplicantID,PastRelevantExperience,YearsOfRelevantExperience,HighestEducationLevel,YearOfBirth,Hired
109864,True,2,High School,2005,False
109865,False,0,Associate Degree,2001,False
109866,True,1,Bachelor,1991,False
109867,True,4,Associate Degree,2005,False
109868,False,0,High School,1998,False
109869,False,0,Master,2002,False
109870,True,2,Bachelor,2004,False
109871,True,2,High School,2007,False
109872,False,0,High School,2007,False
109873,False,0,High School,2007,False
109874,True,1,Associate Degree,1992,False
109875,True,2,Associate Degree,2005,True
109876,True,6,Associate Degree,2001,True
109877,False,0,High School,2007,False
109878,True,1,Associate Degree,2000,True
109879,False,0,Associate Degree,2003,False
109880,False,0,Associate Degree,1998,False
109881,True,2,Bachelor,1990,True
109882,True,3,High School,2006,False
109883,False,0,Associate Degree,1991,False
109884,True,1,High School,2008,False
109885,True,3,PhD,2004,False
109886,False,0,Bachelor,2001,False
109887,False,0,Bachelor,1997,False
109888,False,0,Associate Degree,1997,False
109889,False,0,Associate Degree,2000,False
109890,True,2,Associate Degree,1998,False
109891,True,2,Associate Degree,2006,False
109892,True,3,Associate Degree,2005,True
109893,True,2,Associate Degree,2003,False
109894,True,5,Associate Degree,2001,False
109895,True,4,Associate Degree,2003,False
109896,True,1,High School,2004,False
109897,True,1,High School,2000,False
109898,True,1,High School,2003,False
109899,True,3,Associate Degree,2005,False
109900,True,4,Bachelor,2003,True
109901,False,0,High School,1999,False
109902,True,3,Bachelor,1997,False
109903,True,8,Bachelor,1999,False
109904,True,1,High School,2002,False
109905,True,3,Associate Degree,2006,False
109906,False,0,Associate Degree,1996,False
109907,True,5,High School,2002,True
109908,True,4,High School,2004,False
109909,False,0,Bachelor,1999,False
109910,True,2,Associate Degree,1997,True
109911,True,3,Associate Degree,2006,False
109912,True,4,Bachelor,2004,False
109913,True,2,Bachelor,2004,True
109914,True,5,Master,2001,False
109915,True,1,Associate Degree,2003,False
109916,True,5,Associate Degree,2003,False
109917,False,0,High School,1995,False
109918,False,0,High School,2007,False
109919,False,0,Associate Degree,2004,False
109920,False,0,Associate Degree,2003,False
109921,False,0,Associate Degree,2001,False
109922,True,3,Bachelor,2000,True
109923,True,1,High School,2005,False
109924,True,3,Associate Degree,2000,True
109925,True,2,High School,2006,True
109926,True,1,High School,1995,False
109927,True,4,High School,2004,False
109928,True,1,Bachelor,1997,False
109929,True,5,Bachelor,2004,False
109930,False,0,Master,2004,False
109931,True,2,High School,2007,False
109932,False,0,Master,1999,False
109933,False,0,Associate Degree,1991,False
109934,True,2,Associate Degree,2000,True
109935,False,0,Bachelor,1998,False
109936,False,0,High School,2006,False
109937,False,0,Associate Degree,2003,False
109938,False,0,Associate Degree,1986,False
109939,False,0,High School,1994,False
109940,True,1,High School,2001,False
109941,True,3,Bachelor,1992,True
109942,True,2,Bachelor,1995,True
109943,False,0,High School,2003,False
109944,True,2,Associate Degree,2003,True
109945,True,1,Bachelor,2004,True
109946,False,0,Associate Degree,2005,False
109947,True,3,Associate Degree,2006,False
109948,True,4,Associate Degree,2005,False
109949,True,3,Bachelor,2004,False
109950,True,3,Associate Degree,2005,False
109951,True,1,High School,2006,False
109952,False,0,Associate Degree,2005,False
109953,True,5,High School,2003,True
109954,True,2,High School,2001,False
109955,True,9,Bachelor,1997,False
109956,True,1,High School,2005,False
109957,True,2,Associate Degree,1994,False
109958,False,0,Bachelor,2000,False
109959,True,4,Bachelor,2005,False
109960,False,0,High School,2001,False
109961,False,0,Associate Degree,2003,True
109962,False,0,Associate Degree,1998,False
109963,False,0,Associate Degree,2005,False
109964,True,5,High School,2004,False
109965,False,0,High School,2007,False
109966,True,3,Bachelor,2006,True
109967,True,1,Associate Degree,1994,True
109968,False,0,Bachelor,2001,False
109969,False,0,High School,2007,False
109970,True,8,Bachelor,1997,True
109971,False,0,Bachelor,1999,False
109972,False,0,Associate Degree,2000,False
109973,True,1,Associate Degree,2004,True
109974,True,2,Master,2000,True
109975,True,1,High School,2003,False
109976,True,1,High School,1990,True
109977,True,1,Bachelor,2000,False
109978,True,1,Bachelor,1999,False
109979,True,4,Bachelor,2005,True
109980,True,1,Bachelor,2003,False
109981,True,1,High School,2008,False
109982,False,0,Associate Degree,2005,False
109983,False,0,Bachelor,2003,False
109984,True,3,Associate Degree,2005,True
109985,False,0,High School,2005,False
109986,False,0,Associate Degree,1997,False
109987,False,0,Associate Degree,1996,False
109988,False,0,Associate Degree,2003,False
109989,True,5,High School,1990,False
109990,True,3,Associate Degree,2006,False
109991,True,1,Associate Degree,2003,False
109992,True,1,High School,2005,False
109993,False,0,Bachelor,1997,False
109994,False,0,Associate Degree,1992,False
109995,False,0,High School,1996,False
109996,True,2,PhD,2001,True
109997,True,5,Bachelor,2000,True
109998,False,0,Associate Degree,2004,False
109999,True,2,Associate Degree,2004,False
110000,False,0,High School,2007,False
110001,True,8,Associate Degree,1997,False
110002,True,1,Associate Degree,1998,False
110003,True,2,High School,2004,False
110004,True,4,Bachelor,1998,False
110005,True,1,High School,2005,False
110006,False,0,Associate Degree,2004,False
110007,True,1,Bachelor,1998,False
110008,True,1,High School,1994,False
110009,True,4,Bachelor,2001,True
110010,True,2,High School,2006,True
110011,False,0,Associate Degree,1988,False
110012,True,1,High School,2008,False
110013,False,0,High School,2002,False
110014,True,1,Associate Degree,1998,False
110015,True,2,Bachelor,2003,True
110016,False,0,High School,2000,False
110017,False,0,Bachelor,1998,False
110018,False,0,Bachelor,2000,False
110019,False,0,Master,2003,False
110020,True,1,Associate Degree,2002,False
110021,True,3,High School,2006,True
110022,False,0,Associate Degree,2005,False
110023,False,0,High School,1988,False
110024,False,0,High School,1996,False
110025,True,2,High School,1999,True
110026,True,4,Associate Degree,2005,False
110027,True,2,Bachelor,2002,False
110028,False,0,High School,2005,False
110029,False,0,Bachelor,2006,False
110030,False,0,High School,2005,False
110031,True,1,Bachelor,2003,False
110032,True,2,Bachelor,2001,True
110033,True,2,Associate Degree,2001,False
110034,False,0,High School,1997,False
110035,True,7,Bachelor,1994,False
110036,True,5,High School,1994,False
110037,True,2,Bachelor,2002,False
110038,False,0,High School,2001,False
110039,True,2,Bachelor,1995,True
110040,False,0,Bachelor,1999,False
110041,False,0,Associate Degree,2005,False
110042,True,2,Associate Degree,2003,False
110043,False,0,High School,2004,False
110044,False,0,Bachelor,2001,False
110045,True,8,Bachelor,1995,False
110046,True,5,Associate Degree,2004,True
110047,True,7,Bachelor,2002,False
110048,False,0,Bachelor,2004,False
110049,True,2,High School,1993,False
110050,False,0,Associate Degree,2001,False
110051,False,0,Bachelor,2001,False
110052,True,2,Associate Degree,2004,False
110053,True,3,Bachelor,1993,False
110054,True,2,High School,2006,False
110055,False,0,High School,2004,False
110056,False,0,Associate Degree,2004,False
110057,True,6,Bachelor,1989,False
110058,False,0,Associate Degree,2005,False
110059,False,0,High School,2000,False
110060,True,2,Bachelor,2002,False
110061,True,2,Bachelor,1996,False
110062,True,1,Bachelor,2003,False
110063,True,2,High School,2007,False
110064,True,4,Bachelor,2005,True
110065,True,5,Bachelor,2004,False
110066,False,0,Bachelor,2002,False
110067,False,0,High School,2003,True
110068,False,0,High School,2004,False
110069,True,4,High School,2005,False
110070,False,0,Associate Degree,2000,False
110071,True,1,High School,2001,False
110072,True,6,Bachelor,2001,True
110073,True,5,Associate Degree,1996,True
110074,True,3,High School,2006,False
110075,False,0,Associate Degree,1997,False
110076,True,1,High School,2004,False
110077,True,4,Bachelor,2000,False
110078,True,1,Master,2002,False
110079,True,2,Bachelor,2000,False
110080,False,0,Associate Degree,2004,False
110081,False,0,Associate Degree,2000,False
110082,True,3,Bachelor,2006,False
110083,True,5,High School,1999,False
110084,False,0,Master,1998,False
110085,False,0,Associate Degree,2001,False
110086,False,0,Bachelor,1998,False
110087,True,2,High School,2007,True
110088,True,5,High School,1992,False
110089,False,0,Associate Degree,2003,False
110090,True,1,Bachelor,1996,False
110091,True,2,Associate Degree,1997,False
110092,True,3,Associate Degree,2002,False
110093,True,1,High School,2006,False
110094,True,1,High School,2003,False
110095,True,1,Bachelor,1993,False
110096,True,4,Bachelor,1999,False
110097,False,0,Bachelor,1993,False
110098,True,5,High School,1999,False
110099,False,0,Associate Degree,2006,False
110100,True,1,Bachelor,2002,True
110101,True,5,High School,1999,False
110102,True,4,Bachelor,1997,True
110103,True,3,High School,2006,True
110104,False,0,Associate Degree,2005,False
110105,False,0,High School,1992,False
110106,False,0,Bachelor,2000,False
110107,False,0,Bachelor,1999,False
110108,False,0,Bachelor,2002,False
110109,True,4,Bachelor,1994,False
110110,False,0,Associate Degree,2003,False
110111,True,3,Master,1996,False
110112,True,5,Master,2004,False
110113,True,1,Associate Degree,2003,False
110114,False,0,High School,1990,False
110115,True,2,High School,2007,False
110116,True,3,Bachelor,2003,False
110117,True,3,Associate Degree,2005,False
110118,True,3,Associate Degree,2000,False
110119,False,0,Bachelor,2002,False
110120,True,1,Bachelor,2003,False
110121,True,4,Bachelor,1996,False
110122,True,1,Master,1999,False
110123,False,0,High School,2000,False
110124,False,0,Bachelor,1999,False
110125,False,0,High School,2005,False
110126,True,1,High School,2004,False
110127,True,7,Associate Degree,2002,False
110128,False,0,High School,2006,False
110129,True,1,Bachelor,2000,False
110130,False,0,High School,1996,False
110131,True,8,Master,2000,False
110132,False,0,High School,2002,False
110133,True,1,Bachelor,1992,True
110134,True,3,Associate Degree,2004,False
110135,True,1,Associate Degree,1998,True
110136,True,4,Bachelor,2002,False
110137,True,3,High School,2006,False
110138,True,5,Associate Degree,2004,False
110139,True,1,Bachelor,1999,False
110140,False,0,Master,1999,False
110141,False,0,High School,2002,False
110142,True,3,High School,2000,False
110143,True,4,High School,2005,False
110144,True,1,Associate Degree,2005,False
110145,True,1,High School,2007,False
110146,True,1,High School,2007,False
110147,True,1,Associate Degree,2000,False
110148,True,1,High School,2006,False
110149,True,2,High School,2000,False
110150,False,0,Bachelor,1996,False
110151,True,8,Associate Degree,2001,True
110152,True,1,High School,2005,False
110153,True,7,Master,1995,False
110154,True,2,Bachelor,2001,False
110155,False,0,High School,2006,False
110156,False,0,High School,2007,False
110157,False,0,High School,2000,False
110158,False,0,High School,2007,False
110159,True,5,Bachelor,1988,False
110160,True,5,Bachelor,2003,False
110161,True,2,High School,2000,False
110162,True,5,Associate Degree,1993,False
110163,True,3,High School,1997,False
110164,False,0,High School,2000,False
110165,True,4,Bachelor,2001,False
110166,False,0,High School,2005,False
110167,False,0,High School,2005,False
110168,True,1,Bachelor,2001,False
110169,True,2,Bachelor,2003,False
110170,True,1,Associate Degree,2002,False
110171,False,0,Associate Degree,1996,False
110172,True,2,Bachelor,1992,True
110173,False,0,Bachelor,1991,False
110174,False,0,High School,2004,False
110175,False,0,Associate Degree,2005,False
110176,False,0,High School,2005,False
110177,False,0,Associate Degree,2003,False
110178,True,6,Associate Degree,1997,True
110179,False,0,High School,2007,False
110180,False,0,High School,2005,False
110181,True,4,Associate Degree,1992,True
110182,True,1,Associate Degree,1996,False
110183,False,0,Associate Degree,2006,False
110184,True,6,Bachelor,2002,False
110185,True,2,PhD,2002,False
110186,False,0,High School,2007,False
110187,False,0,High School,2005,False
110188,True,7,Associate Degree,1998,False
110189,False,0,Associate Degree,1995,False
110190,True,1,Bachelor,2003,False
110191,True,8,Associate Degree,1999,False
110192,True,6,Bachelor,1998,False
110193,True,5,Associate Degree,1997,True
110194,False,0,Bachelor,2003,False
110195,True,6,High School,2001,False
110196,False,0,PhD,1992,False
110197,False,0,Associate Degree,2002,False
110198,False,0,Associate Degree,2004,False
110199,True,2,Associate Degree,2006,False
110200,True,2,Associate Degree,2005,False
110201,False,0,High School,2007,False
110202,False,0,High School,2005,False
110203,True,7,Associate Degree,1998,False
110204,True,1,Associate Degree,2005,False
110205,True,1,Associate Degree,1998,False
110206,True,3,High School,2006,True
110207,True,1,Associate Degree,2002,False
110208,True,1,Associate Degree,1992,False
110209,True,2,Associate Degree,2005,True
110210,True,1,Associate Degree,2001,False
110211,False,0,High School,2007,False
110212,True,1,High School,2007,True
110213,False,0,Associate Degree,1997,False
110214,True,3,High School,2003,False
110215,False,0,Bachelor,1992,False
110216,True,2,Bachelor,2004,False
110217,True,6,Associate Degree,1991,False
110218,True,2,High School,1990,False
110219,True,1,Associate Degree,1997,False
110220,True,9,Associate Degree,2000,False
110221,False,0,Associate Degree,2002,False
110222,True,1,High School,2000,False
110223,True,7,Associate Degree,2002,True
110224,True,5,Associate Degree,2003,False
110225,True,1,High School,2005,False
110226,False,0,High School,2006,False
110227,True,4,Associate Degree,1995,True
110228,True,5,Bachelor,2003,True
110229,True,2,High School,2001,True
110230,True,1,Associate Degree,2001,False
110231,False,0,High School,2007,False
110232,True,3,High School,2004,False
110233,False,0,Bachelor,1993,False
110234,True,1,High School,2005,False
110235,True,1,Associate Degree,2003,False
110236,True,1,Bachelor,1999,False
